,X,y
3309,"Hollywood, the home of hype, glamor and the search for profits, is scarcely ruled by spiritual values, and so it comes as no surprise that its attempts at investigations of the spiritual life are thin and often silly (better to go farther afield--to the films of Bresson, Dreyer, Rossellini and Bergman, for probing depictions of the spirituality). ""Strange Cargo"" is no exception. This odd hybrid of adventure film, love story and religious parable trivializes the very insights it tries to communicate. That a figure of providence and salvation would work to match Verne (Clark Gable at his most cockily mannered and self-regarding) and Julie (Joan Crawford, snarling and spitting out every other word in an attempt to be the Queen of Tough Dames) seems ludicrous at best. Is this the Patron Saint of the Star System at work, matching warring egos before sending them off to further penal servitude on the M-G-M lot? BUT. . .there are good supporting performances here, and visually arresting moments: the shadowy prison barracks; the escaping boat by moonlight, or against a painterly cloudscape; Julie walking along the seafront as the wind whips up; Julie and Monsieur Pig (Peter Lorre) bargaining for Verne's freedom as the storm builds; an unusually ennobling gay prison romance between two convicts. . .Above all, there is Paul Lukas's dignified and detached performance as Hessler, a murderer who can appreciate Cambreau's virtues, yet turns his back on him. In the film's most arresting moment, Hessler, having left Cambreau, stands outside the cabin. We hear the wind through the jungle, see the shadows on his face, which conveys a moment of fear and self-doubt. Then he exits into the night. In this moment, Hessler achieves an ambiguity, depth and existential strength that none of the other characters manage to achieve. is the film's secret that its deepest sympathies are allied with Hessler?",0
3601,"Another rape of History<br /><br />This movie is a catastrophe; it just uses a historic story and makes a sweet love story, with bad acting and low budget production.<br /><br />The movie should be 1/3 the time, they just dragged the time to make a mini series.<br /><br />The battle scenes are so stupid and illogical, the solders log stupid, the costumes a catastrophe. The Romans were good in fighting in opened areas, one of their armies was completely destroyed by the Germans when they tried to fight in a forest, in this movie the Romans choose to fight in side the city, I mean get real.<br /><br />And by the way Cleopatra was from a Macedonian origin, which means a light skinned person.",0
1222,"I had just reached thirteen when I first saw this series and I am watching it again, on DVD, over thirty years later. The pictures over the opening credits have never left me. It has affected my view of the world and the peoples in it. My parents were with me long enough to have seen the series with me, and we always discussed the programme afterwards. It gave me a love for studying history and the highest marks I got in our school's public exams!<br /><br />Sir Laurence Olivier's voice and delivery is timeless and perfect. I get the feeling that the people who lived through it would feel that this is their version of the history of the Second World War. I cannot imagine ever getting bored looking at it. Maybe an similar Cold War series could now be contemplated, although who could replace Sir Laurence is difficult to imagine.<br /><br />Buy it!",1
2788,"You'll notice that the chemist, who appears in two scenes and gets to speak, is played by Stephen King. ""Don't give up your day job"" is the standard thing to say, but that's not fair. King acquits himself reasonably well: he's no worse than any other member of the cast, and better than most. The story, on the other hand, is pure rubbish. Please, give up your day job.<br /><br />Never have I seen so many dreadful performances - of which the lead actor's (the LEAD ACTOR'S!) is probably the worst - gathered together in the one film. Everyone acts hammily, but not in any entertaining way; they all somehow manage to go over-the-top without expending, or manifesting, energy. I blame screenwriter/director Tom Holland. It can't be that ALL the actors are REALLY this bad. What are the odds against that? Admittedly, I've never heard of any of them before, but still, I don't think I could walk into a talent agency and walk out with this many bad performers if I tried: ONE actor, despite my best efforts, would turn out to have talent. So what's more likely - that Tom Holland rolled a dozen consecutive snake-eyes, or that he wrote a lousy script and then directed it poorly? That would also explain why actors are bad in direct proportion to their prominence in the script. The more direction an actor got, the worse he performed. (""You want me to bend over like a hunchback, talk from the back of my throat, show all my teeth, and look bored, all at the same time? Okay..."")<br /><br />This theory is confirmed by the fact that Holland undeniably managed to co-write a lousy script. Several writers here have commented on the fact that Billy Halleck is not a likeable character, but that's a misleading way of putting it. He's not a knowable character. All we find out about him before the supernatural stuff starts happening is that he's fat, and that all he can think about is food. (""All I can think about is food,"" he tells us, helpfully.) And in the end...<br /><br />(Sigh) I suppose I ought insert a spoiler warning here...<br /><br />In the end he becomes evil. Why? I can only shrug. Perhaps he's under some kind of enchantment. Yeah, that's probably it. By ""evil"" perhaps I mean ""inexplicable"" - it's not so much badness as a socially undesirable suspension of ordinary means-end psychology. Anyway, his actions at the end make no sense, nobody's actions make much sense, and this is despite the fact that the characters do little but explain their motivation for the benefit of the audience.<br /><br />By the way, here's my nominee for hammiest line/delivery: ""I don't think you'd like it. IN FACT..."" [big dramatic pause] ""...I don't think you'd like it at all.""",0
3493,"I didn't know Willem Dafoe was so hard up for bucks that he'd disgrace himself with such shocking hamming in this monstrosity. Hell: I'll donate that money that I was going to send to Ethiopia if he's that desperate. I have never seen such a pathetic and disgusting film for a long time...who paid for this? They are either pulling some tax scam or insane. A 5-year old would be ashamed of the plot, and I'd rather get cancer than sit through more than the hour I suffered already. Everybody involved should be locked up for a year in the sodomy wing of a third world prison. Avoid at all costs. I'd give it minus 10 if possible...unbelievable.",0
2809,"First of all yes I'm white, so I try to tread lightly in the ever delicate subject of race... anyway... White People Hating Black people = BAD but Black People Hating White people = OK (because apparently we deserved it!!). where do i start? i wish i had something good to say about this movie aside unintended comedy scenes: the infamous scene were Ice Cube and co. get in a fight with some really big, really strong, really really angry and scary looking Neo-Nazis and win!!! the neo-Nazi where twice the size :), and the chase! the chase is priceless... This is NOT a movie about race, tolerance and understanding, it doesn't deliver... this is a racist movie that re-affirm all the cliché stereotypes, the white wimpy guy who gets manhandled by his black roommate automatically transform in a skinhead...cmon simply awful I do regret ever seeing it.<br /><br />Save your time and the dreadful experience of a poorly written ,poorly acted, dull and clearly biased picture, if you are into the subject, go and Rent American History X, now thats a movie",0
1448,"I think that this film adds to diversity and is very accurate in terms of historic reconstruction. The way it shows the various communities leaving together in Thailand is very interesting...The Portuguese, the Japanese, and the various communities being managed by the king. The plots around the court are as usual a struggle for power with a lot of treason. The wardrobe is fine. The film is also done locally in Thailand in a reasonable production. The scene with the elefant as executors is very interesting. It is fun and I think that is also usable in schools for its historic accuracy because it shows that the European in Asia were subjects of the local kings in way very different from the traditional Hollywood perspective.",1
3165,"I gave this movie a very fair chance, and it betrayed me. This is very little more than a black and white excuse to bore the hell out of the audience even as the egotist Bogdanavich (who did way better with TARGETS) gets ""great performances"" out of a ton of hams in their debuts. Lots of teenage sex clichés come out of this movie, such as Doing the Teacher's Wife, Impotence, Doing the Ugly Prostitute(which is very awkwardly shot and grinds things to a complete halt, not that things were really going anywhere anyway) and skinny dipping.<br /><br />I suppose this movie is supposed to be funny because of all the sex nonsense, to me, it was just annoying. I was seriously much more entertained by cleaning my finger nails than watching this mess.",0
864,"I know the film snobs are snorting. But if you're looking for a surprisingly fun ride through the B-movie jungle, try ""Jake Speed"".<br /><br />A little thin at times, but its one-liners and the location more then make up for this. John Hurt(God love him), seems to be having fun doing his role as the ultra evil white slaver. The nemesis of Crawfords, Jake Speed. He adds a dimension to the film that only a pro like Hurt could provide. Crawford and Dennis Christopher( Jakes sidekick) are a good team,although you do wonder why they both put up with each other.However ,together both Crawford and Christopher portray a team that is just so much fun that, if you can get over yourself for a moment, you may find yourself acting like a kid again at the situations and the inherent suspense they provide.The delicious Karen Kopins does a great job as the damsel in distress that is more concerned about the motives of her rescuer then her tormentor.<br /><br />I have yet to find a movie that is as much fun without getting preachy,or bogging down the movie by trying too hard. Not every movie has to be the latest ""Citizen Kane"". And trust me,Wells was an original. So lets remember that sometimes, movies are for fun.Not social commentary or attempting to sway an audience politically. But just for the sheer fun of being alive and living in a time when our hero's live in a celluloid dimension.",1
2089,"Billy Crystal normally brings the crowd to laughter, but in this movie he and all the rest of them cannot bring any smile on my face.... or perhaps just one. They call it comedy, I say it's a waste of my time.",0
2591,"Soon after watching this film you will realize why it didn't even make it to the theaters! This movie does not deserve the ""prequel"" tag. Instead this is a common theme in Hollywood, rip off previously good movies with disastrous prequels, sequels, etc.<br /><br />This film's plot was bouncing all over the place like a ping pong ball, and the character development was non-existent. I seriously felt like I was watching a comedy at some points in the movie because the acting was so bad. P Diddy needs to stop tainting movies with his horrible acting, he actually made me laugh every time.<br /><br />The only good thing that comes out of this movie is Jaclyn DeSantis, who looks excellent in this movie and actually brought some enjoyment from watching this film.<br /><br />If you are a big Carlito's Way fan, I recommend you not watch this. If you decide to watch it anyway then treat this movie as if it ripped off the original, because that is exactly what it did.",0
1200,"This film isn't just about a school shooting, in fact its never even seen. But that just adds to the power this film has. Its about people and how they deal with tragedy. I know it was shown to the students who survived the Columbine shooting and it provided a sense of closure for a lot of them. The acting is superb. All three main actors (Busy Phillips, Erika Christensen and Victor Garber) are excellent in their roles...I highly recommend this film to anyone. Its one of those films that makes you talk about it after you see it. It provokes discussion of not only school shootings but of human emotions and reactions to all forms of tragedy. It is a tear-jerker but it is well worth it and one i will watch time and time again",1
2381,"I realize that living in the Western Plains of Wyoming during the 1900s was brutal, in fact, it probably is still brutal today, but was it monumental enough to transform into a seemingly ""made-for-TV"" movie? Also, women's rights were still budding in this nation during this time, so to find an independent woman determined to start fresh in this harsh territory, and still show the realism of the era  would it make for good viewing? Honestly, I don't know. I have thought about this film for the past two days, and I still can't seem to muster the strength to say that it was a horrible film, yet I can truthfully tell you that it wasn't the greatest I have ever seen. From several hodgepodge styles of acting, to two mismatched actors playing devoid of emotion character, to some of the most gruesome PG rated scenes to ever come out of late 70s cinema, it is hard to fully get a good grasp on Heartland. Was it good? Was it bad? That may be up for you to view and decide yourself, but until then, here are moments I enjoyed and desperately hated! <br /><br />This film continues to be a struggle in my mind because there were some very interesting scenes. Scenes where I wasn't sure what the director was doing or which direction he was headed, but somehow still seemed to work well as a whole. I thought the story as a whole was a very interesting, historical tale. I do not know much about living in Wyoming, especially during the early 1900s, so this film captured that image in my mind. The thought of very cold winters, no neighbors for miles upon miles, and this Polaroid-esquire view untouched by corporate America. It was refreshing to witness and sheer breathtaking to experience (though the television). There were scenes that really stood out in my mind, like the cattle-branding scene, the pig slaughtering scene, and the saddening homesteader that didn't survive their journey, that just brought a true sense of realism to this story. Director Richard Pearce did a great job of bringing the view of Wyoming to the viewers, but I am not sure he brought decent players to accompany the view.<br /><br />While I will constantly compliment the scenery of this film, I had trouble coping with the actors that seemingly walked on the set and read their lines from cards on the side. Rip Torn seemed out of place in his role as Clyde Stewart, a loner that somehow finds a connection with Conchata Ferrell's Elinore Randall. The two as actors have no chemistry at all. Their scenes that they share together are pointless and honestly void of any emotion. The pregnancy scene nearly had me in stitches because of the way these two ""veteran"" actors portrayed it. The brave Elinore does what she has to do to get the child out of her, while Clyde gives an approving nod when she is done. This is love? Was it supposed to be love? I don't know, I think with stronger characters we would have seen a stronger bond, but with Torn and Ferrell, it felt like two actors just playing their parts. Other scenes that just seemed to struggle in my mind were ones like when the frozen horse ""knocks"" on the door for food or shelter, the constantly fading and growing compassion that Clyde had for Elinore's daughter (I just didn't believe it), the lack of true winter struggle, and the entire land scene. The land scene especially because I needed more explanation on what Elinore was doing, why she was doing it, and why Clyde would build her a house if they were married! It was these simple events that if taken the time to explore, would have made for a stronger film.<br /><br />Overall, I will go middle of the road with this feature. There were definitely elements that should have been explored deeper, such as the relationship between these two strangers and the ultimate homesteading goals of Elinore, but they were countered with some beautiful scenes of our nation. These panoramic scenes which, in the span of 100 years, have changes from vast mountains to enormous skyscrapers. While there were some brilliant scenes of realism (starring cattle and pigs), I just felt as if we needed more. Depth was a key element lacking in this film, which was overshadowed by marginal acting and a diminishing story. Pearce could have dove deeper into this untapped world, but instead left open loopholes and clichéd Western characters. Ferrell carried her own, but Torn was completely miscast. Decent for a viewing, but will not be picked up again by me.<br /><br />Grade: ** out of *****",0
2532,"Creepshow 2 had a lot of potential, they just didn't put enough time in perfecting it. The stories were pretty cool and creepy enough, but it was lacking. It's a good movie, but after you've seen it once, you might want to see it again. This movie could of been better.",0
2327,"Well, as Goethe once said, there really isn't any point in trying to pass a negative judgement that aspires to be objective on ""something that has had a great effect"". ""La Maman et La Putain"" has surely passed into history as an influence on much of what's been done in France and elsewhere in the past thirty years and no one interested in the history of film, certainly, should be dissuaded from watching it. To express a purely subjective judgement, however, I feel compelled to disagree with almost every other review posted here and say to people: ""Don't watch it; it's a waste of hours of your time that will just leave you feeling rather sick and angry."" And by that I don't mean ""sick and angry"" about ""the human condition"" or anything so general and profound as that, because that is exactly the line that most critics have adopted in their fulsome praise of the film - ""an ordeal to watch in its ruthless dissection of our emotional cowardice and cruelty"" and so on - and, if it really managed to put across a universally or even broadly relevant message of this sort, then the director would have good reason to be satisfied with himself, however pessimistic his conclusions may be. My beef with the film is rather that I don't see this hours-long record of empty vanity and petty treachery as being justified or excused by any GENERALLY relevant message at all. All three main characters are deeply morally unattractive individuals: Alexandre to the greatest degree, of course, because we see by far the most of him and because he seldom shuts up for more than thirty seconds; Marie perhaps to the least degree, because we see the least of her. Alexandre's affected and pretentious monologues have a kind of amusement value, of course, but the amusement wears thin as one comes more and more clearly to realize that Jean-Pierre Léaud is most likely not even acting and that, with absurd remarks like ""un homme beau comme un film de Nicholas Ray"", he really was just reproducing word-for-word opinions that were accepted as authentic and profound by the milieu in which he, along with the director Eustache, had been living for about ten years by the time of the making of the film. I suppose if the tone of relentless superficiality and triviality had been sustained throughout 100% of the film, it might have worked as a long sardonic comedy about a particularly shallow, worthless and despicable post-'68 milieu. What made, however, this viewer at least extremely angry with the director was his granting of at least one lengthy scene each to Alexandre and Veronika in which we are clearly expected to empathize with and feel for them as if they shared a moral universe with us. If a man can get away with living in the flat of and professing to love one woman, sleeping (mostly in this very flat) with another, and running around Paris proposing marriage to yet a third, well, I suppose I can wish him the best of luck in the dog-eat-dog world he's chosen to create for himself. What I can't, however, in all conscience do is listen even for a moment to maudlin monologues from him in which he speaks about his ""anxiety"" and his ""despair"". The same goes double for the even more despicable Veronika, whom we are shown barging drunk into the apartment and even the bed shared by Marie and Alexandre and behaving there with an infantile inconsistency tantamount to the most savage and heartless cruelty. As I say, if ""La Maman et La Putain"" is intended to be nothing more nor other than a portrait of Alexandre, Veronika and Marie, three individuals whom any even halfway decent person would never admit into their company let alone their home, then I suppose there is a kind of legitimacy in praising the director for being ""unflinching"" (though why one should even feel like ""flinching"" once one had consciously opted to create such thoroughly repellent characters to filmically observe I can't imagine). The problem, however, is that the director is clearly convinced - and appears to have succeeded in convincing generations of critics - that Alexander, Veronika and Marie are somehow representative of human beings in general and of the limits of human beings' emotional capabilities. This latter idea, however, is arrant and offensive nonsense. There may indeed be an inherent fallibility and tendency to tragedy in human relations in general and sexual relations in particular. But the nature and degree of this fallibility and tendency to tragedy can only possibly be determined by people who make a sincere and serious effort to make such relations work. It surely needs no cinematic or authorial genius to convey to us the information that a man who behaves like Alexandre is going to end up hated, miserable, and alone, or that women who insist on expecting love from a man like Alexandre are going to end up disappointed and bitter. Watch ""La Maman et La Putain"" if you're historically interested in what passed for culture and human interaction in a certain post-'68 Parisian milieu which was probably, unfortunately, not restricted to just a few particularly anti-social types like these. But please don't make the mistake of believing that what is recorded here has any general relevance for humanity in the way that a film by Jean Renoir or Martin Scorsese might be argued to have.",0
753,"This movie surprised me. Some things were ""clicheish"" and some technological elements reminded me of the movie ""Enemy of the State"" starring Will Smith. But for the most part very entertaining- good mix with Jamie Foxx and comedian Mike Epps and the 2 wannabe thugs Julio and Ramundo (providing some comic relief). This is a movie you can watch over again-say... some Wednesday night when nothing else is on. I gave it a 9 for entertainment value.",1
2557,"I guess you have to give some points for the sheer courage of writing a musical around a history lesson but how about some decent music? <br /><br />Is the cartoonish acting of Howard DeSilva meant to pique the interest of otherwise jaded children? <br /><br />Is William Daniels' campy contemporary (for the time) acting style meant to appeal to a 1960s/70s demographic? <br /><br />Do we need all the ""in-jokes"" about NY & NJ? (I can hear the blue-haired Broadway audience guffawing on cue.) <br /><br />Sorry, I find the whole piece dated, boring & the acting far too strident for the screen",0
833,"Well, I must say that this was one hell of a fun movie. Despite the fact that the dubbing was pretty cheesy, and there were some odd moments where the film seemed to turn dark blue for no apparent reason, I was not disappointed. The story was actually pretty interesting: the last member of the Poison Clan must track down the other five members and discover who among them is using their skills for evil, and who is using them for good. The catch being that during training, all of the clan were masked, and all have since returned to society in disguise and changed their names.<br /><br />The fights are a joy to watch, as each member of the Poison Clan has a different fighting style: toad (my favorite), snake, scorpion, lizard, and centipede. The fight scenes have the actors jumping all over the place, and thankfully the camera stays planted and uses a wide enough shot so you can clearly see all of the action.<br /><br />The one drawback to the movie is that the story tends to drag a bit in the first half up until the first fight sequence. But stick with it, and you won't be disappointed!",1
2321,"I can't say that Wargames: The Dead Code is the worst movie I've ever seen, as it had one or two decent moments, but I can easily say it's the most transparent movie I've ever seen. Not once did a plot device present itself without me guessing it 10+ minutes in advance. There was no subtlety to anything the movie did, no intelligence evident at all behind the scenes. Every spoken or typed line's intent was so glaringly obvious it was impossible to ""get into"" the movie.<br /><br />I found myself laughing at the horribly thought out plot line, and the bumbled attempts to reclaim the audience, far more often than I found myself enjoying the movie.",0
392,"""Father of the Pride "" was another of those good shows that unfortunately don't have a very long life . And that is pretty sad ,specially if you consider that almost all the time the worst shows are still on air ( think in ""The Simple life "") I admit that are many similarities with this show and ""The Simpsons"" ,but despite the similarities ,the show have it own merits . The animation is just adequate ,not incredible ,but is good .The best are the characters . All the animals are very likable and funny , and even Sigfried and Roy had their moments . The music was good ,I liked many of the songs .<br /><br />Even if the show isn't very original ,I think that this had lots of potential .Like ""Mission Hill "" a show that isn't very famous but I liked a lot , this didn't have the appreciation that it deserved . What a shame .",1
1427,"Any film in the early days of Orson Welles is a triumph all the way to The third Man with Joseph Cotton. He is also wonderful in a Touch Of Evil. Please see them all! He tends to get pompous and self serving in films like F is for Fake, really stupid waste of film.Don't waste your time watching it. it is really ignorant. Orson Welles is a film icon and anyone studying film should see everything he has filmed. All his leading ladies are tremendous but in the end Welles became a fat drunk, like his character in A Touch Of Evil! For some reason Orson Welles had a way with women, I see how he could be considered attractive in his youth, not like Gary Cooper or Joseph Cotton, or Cary Grant,John Wayne, I could go on and on but I digress... and because I am a woman,I can see the attraction to him. He (Orson Welles) is one of the last true film makers and unless you count the film-makers of today: Tarantino, Scorscese, Spike Lee, most of the film makers just don't measure up to the film makers of the Forties! I know there are many more great film makers of today but in such a short amount of time I can't name them all. No Offense to any of the great film makers of this millennium! August 21,2006. Please remind me of some current up and coming film makers, I don't want to be stuck in the past! I love some of the films out now, but rarely are there any that I would put on a ""100 best"" list.. ""Hustle and Flow"" was great, so was ""Fargo"", and ""Oh, Brother, where art thou,"" from a line in Sullivan's travels; another fine film from the forties! Can anyone give me a best list for the 90's and on up to 2006? I would like to know who to watch! Thank you! Also Props to this website! Where else can you plug a film or boo it! i love the ranting and raving from regular folks like me who can say what I want and I promise not to spoil any film for someone who hasn't seen it yet!",1
2770,"I being of Puertorican descent, had mixed fillings about this ""documentary"". First I was offended that Ms. Perez compared Senor Campos to Che Guevarra. Also just a point of fact,Mr. John Leguzaimo is not of Puertorican descent.His parents came from Columbia. Whomever did research on this was not very accurate. I feel that the future of our race rests on education. This message should have been resounding throughout this film, Education is our road to freedom and power I think any future endeavors of this production team should make this their focus.In my opinion,this film swayed toward an anti-American sentiment.",0
3965,"The first Cube movie was an art movie. It set up a world in which all the major archetypes of mankind were represented, and showed how they struggled to make sense of a hostile world that they couldn't understand. It was, on the non-literal level, a ""man vs. cruel nature"" plot, where the individual who represented innocence and goodness came through in the end, triumphing to face a new, indefinable world beyond man's petty squabbles; a world where there were no more struggle, but peace. I rated Cube a 10 out of 10, and it's a movie that was never meant to have any sequels.<br /><br />The second movie, Hypercube was a massive disappointment. Some of the ideas were kind of cool, but in the context of the original movie, both the story and the setting made no sense and had no meaning. Still, for being fairly entertaining, I rated it a 5 out of 10.<br /><br />The third movie, Cube Zero, while ignoring the second, plays like a vastly inferior commercial B-movie rehash of the first, sans the symbolism. There is no ""homage"" or ""tribute"" here; there is only ripping off. The same kind of plot, with some elements idiotically altered (like having letters instead of prime numbers between the cubes - an idea which shows more clearly than anything else that this is a rip-off with absolutely no originality and nothing to say).<br /><br />That we see something from ""behind the scenes"" means nothing, because the watchers are just part of the Big Bad Experiment, the architects of which we hear nothing of. And, in this movie, those who get through to the exit (like Kazan did at the end of the first movie) are just killed - where the *bleep* is the sense in that?! That's just flippin' stupid. I'm glad I didn't pay to see this.<br /><br />The production values and acting in Cube Zero are not too bad, but the story and the ideas are so utterly devoid of any inspiration that this movie can only get from me a rating of 3 out of 10.",0
693,"In New York, the family man dentist Alan Johnson (Don Cheadle) meets his former roommate and friend Charlie Fineman (Adam Sandler) by chance on the street. Charlie became a lonely and deranged man after the loss of his wife and three daughters in the tragic September 11th while Alan has problems to discuss his innermost feelings with his wife. Alan reties his friendship with Charlie and they become close to each other. Alan tries to fix Charlie's life, sending him to the psychologist Angela Oakhurst (Liv Tyler), but Charlie has an aggressive reaction to the treatment and is send to court.<br /><br />""Reign Over Me"" is a good drama about loss, friendship, family and loneliness. The September 11th is irrelevant to the plot; it could be a car accident, a fire or any other tragedy, as well as the sexual harassment of Donna Remar, played by the gorgeous Saffron Burrows, to Alan. But the family drama works, supported by the great performances of Adam Sandler and Don Cheadle. Liv Tyler is quite impossible to be recognized, I do not know whether she is using excessive make-up to look older, but her face is weird. My vote is seven.<br /><br />Title (Brazil): ""Reine Sobre Mim"" (""Reign Over Me"")",1
2872,"""CIA Codename:Alexa"" is an absolute horrible rip off of Luc Besson's classic film ""La Femme Nikita""(1990). The film is basically about a woman who is taken in and trained by the CIA and is forced to do a secret mission for them. (Pretty much the same story structure of La Femme Nikita) The acting combo of Lorenzo Lamas and O.J. Simpson is perhaps the worst in cinema history. Lamas' ""acting"" is simply a bad Steven Segal impersonation. Watching Orenthal act in this film is an excruciating experience.<br /><br />The writing and acting is so poor in this film at times it is laughable. There are so many action movie ""conventions"" in the film it is ridiculous: unnecessary car explosions, people flying thru glass windows, terrorists, bad ponytails, etc. The musical score resembles David Michael Frank's score for ""Hard to Kill"" (1990), which furthers the Steven Segal theme of this movie. There is plenty of martial arts in the film, and it is pretty well done for a low budget American production. The mindless action and over the top acting never lets up, and I have to admit I was mildly entertained. <br /><br />Lorenzo Lamas had the look of an action star back in the early 90's but he is certainly no action star, that is why he is doing soap operas and not action blockbusters. My recommendation is that you skip ""CIA Codename:Alexa"" and check out ""La Femme Nikita"" instead.",0
107,"I would almost give it 10 out of 10. However, there are some confusing parts as well as sections that are miss-leading which hurt the flow/continuity of the film. The story line is great and well composed; you will definitely want to watch this quietly to fully understand it. The characters are complicated and so is the story line, expect to be given only enough information to stop scratching your head, it's a film where all is explained in the end. The animation is great and the combination of femme fatal and film noir result in a great film that is unlike anything else I've seen in animation. It is a black and white film and its quiet dark in a few scenes so it's worth watching it on a good T.V, or plasma. The character voices do save this film in its English version, but it would have been more convincing if there were some French accents to emphasize that its happening Paris, I enjoyed it more in French with English subtitles. One the whole its well worth buying on DVD or BlueRay if they have it! And personally if you enjoyed this film you might also like; Waking Life & Ghost in a Shell 2 Innocence, this is just a personal suggestion.",1
1884,"Weak scripts at times? Yep! Cheesy special effects at times? Yep! Deliciously guilty pleasure most of the time? Yep! More about Carl Kolchak and Darren McGavin? Yep! I always enjoyed science fiction as a kid, but found so much of the Dracula/Frankenstein/Mummy/horror stuff as just so much crap. It took Abbott and Costello to give me a new perspective on the classic Universal monsters, and it took Carl Kolchak to win me over to the ""dark side"" of entertainment. The Duke had Rooster Cogburn, Eastwood had Dirty Harry, Garner had Maverick and Rockford, Selleck had Magnum, and Darren McGavin had Carl Kolchak. Mixed in with all those weak scripts, cheesy special effects, that baroque group of supporting characters and actors and guest stars, there was Darren McGavin as Carl Kolchak. He had a wry sense of humor in spite of the danger, was an idealist in his pursuit of the truth, and a realist when it came to accepting the obligatory incompetence and eventual cover-up by government officials. Additionally, unlike 98% of us, Kolchak was willing to stick his neck out and do what needed to be done, even if it meant his demise, the end of his journalistic career, or jail time. For all his faults, including no taste in clothes, Carl Kolchak was a man of charm and wit who drove a beautiful classic yellow Mustang (which was an old used car at the time) on his way to save the day for humanity. As good as any other fictional hero Carl Kolchak was the everyman hero brought to life every week for one season thanks to Darren McGavin. Now that he's passed on and his show is on DVD, I hope he's having as much fun watching me watch him have fun playing Kolchak The Night Stalker all over again!",1
3627,"Being a fan of cheesy horror movies, I saw this in my video shop and thought I would give it a try. Now that I've seen it I wish it upon no living soul on the planet. I get my movie rentals for free, and I feel that I didn't get my moneys worth. I've seen some bad cheesy horror movies in my time, hell I'm a fan of them, but this was just an insult.",0
1643,This is how movies are supposed to be made: a fascinating setting; characters about whom you come to care deeply; writing and editing that move the plot efficiently and build suspense. This is a wonderful film -- deeply moving without being sentimental. Highly recommended.,1
2185,"There was not one original idea in this story. Themes were pulled from various sources; a few being The Ninth Gate, In the Mouth of Madness (another Carpenter film), and The Ring. It even went as far as featuring the same damn glowing circle from The Ring and using it as the film's namesake. The soundtrack by Cody Carpenter was all but lifted from Suspiria. Hopefully no one will oppose this comment by spewing the word HOMAGE around. Yes, I saw that the theater was playing Argento's Deep Red. Claiming an homage would be a bullshit cop-out. This was bottom-of-the-barrel. Throwing gore and ""disturbing"" imagery into the pot does not make a good horror film. Carpenter used to know that. He should fade into obscurity or acquire a time machine.",0
2,"For people interested in business and the corporate world, this show is simply the best of the best. As one of the former contestants of the show wrote in his blog about this innovative show: People in business finally had an audience. The whole idea is perfect; having a group of businesspeople competing against each other in business-related tasks, set in the best place in the world, New York City. Donald Trump is perfect as the boss, even though his ego is bigger than the whole universe times infinity. He also makes a lot of questionable decisions about whom to fire, which is one of the negatives about the show.<br /><br />Season 1: Great season overall, the best season of the ""normal"" ones. This season was the one that was most about actual business skills. Later on the series almost drowned in marketing related tasks with way too many product placements. Great and interesting contestants overall, with the most likable character ever in this series: Troy. I know I'm not the only person who suspect that the Trump World Tower-episode where he got fired was rigged to have Amy and Nick win this particular task.<br /><br />Season 2: Also a great season. The tasks were still pretty much OK, and it had many interesting contestants. Jen M was terrible and should never had made it to the final, IMO. Also, this season had the worst firing ever (Pamela).<br /><br />Season 3: Terrible. Actually, I liked the concept of book smarts vs. street smarts, but the cast was so utterly terrible (it turned out that Trump hated the cast as well) that the whole season was a total disaster. Best moments was the second episode (motel renovation), with PM Brian fired, a guy who added nothing but huge amounts of comedy value.<br /><br />Season 4: An excellent season, much because of the interesting and entertaining contestants this season (especially Randall, Alla, Marcus and the total disaster whose name was Toral). The ""Take me out to the Boardroom"" episode is one of the absolute classics of this show, ending with the well-remembered quadruple firing. Sadly, I think we got robbed for the Randall vs. Alla final. I think Trump was afraid that she could have won, and prevented that from happening.<br /><br />Season 5: A boring season with really no special things to it. Brent was just an embarrassment and obviously only there to create drama. The tasks were terrible overall (how has creating a jingle anything to do with business at all?). I guess the best man won, but personally I couldn't care less.<br /><br />Season 6: I can see why they wanted to try out L.A. as a new location for the show, but looking back it was a mistake. New York will always be the place for this. This season added so many new things, most of them terrible (like losing team having to sleep outside in tents, winning PM continues to be PM ,for example). The tasks were terrible and Trump also chose the wrong winner. James deserved it, no doubt.<br /><br />Season 7: Celebrity edition. Best season ever. Totally different rules (like the use of rolodexes), but all fun and entertainment. The biggest problem was that many of the contestants were not real celebrities at all, especially the women where everyone were unknown to me except for Omarosa, who is a total disgrace to everything she takes part in. This looked to be Gene Simmon's season, but after he made a complete fool of himself during the Kodak task , another man emerged from the shadows: Piers Morgan. Never has anyone dominated a season like he did. He crushed his opponents and also came across as a guy with a great sense of humor (although some uptight Americans (not all Americans, of course, don't take me wrong) sadly didn't have the social skills to understand it). WAY TO GO PIERS!!<br /><br />For fans of this i highly recommend the UK version starring Sir Alan Sugar as the boss. In fact, the British version is way better, and that says something since the American (and original) truly is a great show. One thing about the UK version is that the contestants normally tend to behave like decent human beings in the boardroom, unlike the constant yelling and rude behavior that takes place in the US version.",1
